sample_category,question,answer,summary
[1],"본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능)","""성실함으로 신뢰를 얻어낸 한국인 인턴""포기하지 않는 끈기와 성실함이 지금의 저를 있게 한 자양분이라 생각합니다. 호주의 테마파크에서 근무했던 경험이 있습니다. 당시 일부 매니저들이 아시아계인 저를 살갑지 않게 대했습니다. 관계를 개선하기 위해 신뢰를 얻는 것이 가장 중요 하다고 생각했습니다.매일 30분 일찍 출근해 사무실 청소를 도맡았고, 대부분 귀찮아하는 인턴일지도 성실히 작성하며 반성할 점을 복기했습니다. 피드백을 통해 같은 실수를 반복하지 않을 수 있었습니다. 두 달의 노력 끝에 매니저들은 성실함을 알아주었고, 호주인들과 동화되어 즐거운 분위기에서 일할 수 있게 되었습니다. 삼성화재 영업관리직무는 수많은 RC와 소통하며 서포트 해야 합니다. 호주 매니저들이 신뢰를 얻은 경험을 바탕으로 RC와 인간적인 교감을 쌓아 신임을 얻을 수 있도록 노력하겠습니다.""타인에 대한 배려, 성공의 시작""인턴 경험을 통해 배려는 사소할 수 있어도 그 영향은 위대하다는 것을 느꼈습니다. 제작년 여름 한 아울렛에서 야외 설문조사를 했습니다. 하지만 고객 대부분이 덥고, 불편하다며 설문을 거부했습니다. 편리한 설문 환경을 위해 고객의 불편이 무엇일지 고민했습니다. 설문하는 동안 덥고, 종이를 받칠만한 곳이 없다는 것이 가장 큰 불만이었습니다. 설문판을 샀고, 그 위에 휴대용 선풍기를 부착했습니다.설문판과 선풍기를 통해 고객들은 더 시원하고 편리하게 설문을 할 수 있었고, 이를 통해 일 목표인 50명 설문에 성공할 수 있었습니다. 이처럼 상대에 대한 작은 배려는 성공의 시작점이라 생각합니다. RC의 입장에서 판매전략을 고민하고, 고객의 눈높이에서 프로모션을 기획하는 관리자가 되겠습니다.","삼성화재 영업관리직무는 수많은 RC와 소통하며 서포트 해야 합니다. ""성실함으로 신뢰를 얻어낸 한국인 인턴""인턴 경험을 통해 배려는 사소할 수 있어도 그 영향은 위대하다는 것을 느꼈습니다."
[1],성장과정,"""발전을 위한 의사소통 능력”항상 주변의 소리에 열린 자세를 가진 사람이 되기 위해 노력했습니다. 대학 시절 학생회 총무부장을 맡으며 학과의 소통창구를 만든 경험이 있습니다. 당시 학생회와 학우들이 서로 신뢰하며 학교생활을 하도록 방법을 고민했습니다. 학우들의 의견 파악을 위해 SNS 건의함을 개설했습니다. 많은 게시글을 통해, 학생회비 불투명성에 대한 불만을 확인했습니다. 학생회비 사용내역을 월별로 공개할 것을 새로운 학칙으로 제안 하였습니다. 이후 총무부의 의무로써 자리잡게 되었습니다. 학우들이 원하는 것을 파악하고 실행하며, 신규시장 개척에 영업사원이 갖춰야할 의사소통 능력을 배웠습니다.","""발전을 위한 의사소통 능력항상 주변의 소리에 열린 자세를 가진 사람이 되기 위해 노력했습니다. 학우들의 의견 파악을 위해 SNS 건의함을 개설했습니다."
[1],당신의 성장과정에 대해 기술하시오. ,"‘나만의 것’을 위해어떠한 환경에서도 ‘나만의 것’을 만들기 위해 살아왔습니다. 외고 진학이 많지 않은 중학교를 다니면서 영어에 대한 갈증을 채우기 위해 외고를 꿈꾸었습니다. 결국 외고에 진학할 수 있었고 기숙사 생활을 하게 되었습니다. 사교육 없는 자율적인 분위기 속에서 스스로 목표를 세우고, 이를 달성하기 위해 노력하는 자세를 갖추었습니다.이러한 자세는 대학 진학 후에도 이어졌습니다. 영어교육학과를 선택하였지만 선생님이란 직업과 저의 성격이 맞지 않는다는 것을 알았습니다. 다들 임용고시를 준비하는 분위기 속에서 홀로 해외영업에 관해 나만의 경쟁력을 갖추기 위해 노력하였습니다.또한 남들이 접하기 힘든 분야에도 관심을 기울여 밴드경험은 물론 연극무대 프로듀싱, 셀프 인테리어 등과 같은 경험을 하였습니다. 이렇든 현실 속에서 ‘나만의 것’을 갖추기 위해 노력하였고 이는 남들과 저를 구분 지을 수 있도록 하였습니다.","외고 진학이 많지 않은 중학교를 다니며 영어 갈증을 채우기 위해 외고를 꿈꾸었습니다. 사교육 없는 자율적인 분위기 속에서 스스로 목표를 세우고, 이를 달성하기 위해 노력하는 자세를 갖추었습니다. 현실 속에서 나만의 것을 갖추기 위해 노력하였고 이는 남들과 저를 구분 지을 수 있도록 하였습니다."
[1],자신의 성장과정과 학창시절에 대해 기술하시오.,"[도전과 성공]제대 후 복학을 하면서 저는 ‘성적장학금을 받아보자.’ 라는 목표와 ‘공모전에서 입상을 해보자.’ 라는 두 가지의 목표를 세웠습니다.우선 성적장학금을 받기 위해 적극적인 태도와 원만한 대인관계를 최대한 활용하였습니다. 저는 대인관계가 좋아 이를 통해 상위권의 친구들에게 공부하는 방법, 습관 등에 대해 조언을 구하고 실천했습니다. 또한 모르는 부분이 생기면 적극적으로 교수님의 랩실에 찾아가서 완전한 답을 얻을 수 있도록 하였습니다. 뿐만 아니라 기초가 되는 과목의 지식이 부족하다고 생각되어 기초전공과목의 청강을 하였고 그 결과 성적장학금을 받고자 했던 첫 번째 목표를 달성할 수 있었습니다.다음으로 두 번째 목표를 이루기 위해 화학공학 공정설계 경진대회에 팀을 이루어 나갔습니다. 학기 중에 팀을 꾸려 4명의 인원을 정하였는데 이 중 2명의 인원이 인턴에 선발되어 참가하기가 힘들어 졌습니다. 하지만 저는 이들에게 인턴을 하면서도 가능한 자료조사 및 보고서, ppt 구성을 맡기고, 저는 전체적인 공장설계 및 디자인을 담당하여 불리한 여건 속에서도 150여팀 중 상위 10팀 안에 들어 입상을 할 수 있었습니다.두 가지의 목표를 이루면서 저는 단순히 목표를 달성했다는 것이 아니라 그 과정에서 필요한 것이 능동적이며 적극적인 태도와 주변 사람들과의 친화력, 그리고 리더의 중요성에 대해서 알게 되었습니다. 이를 토대로 저는 제선부의 생산기술 부서에 큰 기여를 하는 엔지니어가 되고 싶습니다",제대 후 복학을 하면서 저는 성적장학금을 받아보자. 라는 목표와 공모전에서 입상을 해보자 라는 두 가지의 목표를 세웠습니다. 우선 성적장학금을 받기 위해 적극적인 태도와 원만한 대인관계를 최대한 활용하였습니다. 또한 기초전공과목의 청강을 하였고 그 결과 성적 장학금을 받고자 했던 첫 번째 목표를 달성할 수 있었습니다.
[1],성장과정,"""소재엔지니어의 도전""대학 시절 스마트 고분자 및 설계라는 과목을 수강하며 새로운 융합을 직접 실현해보며 가능성을 인정받은 프로젝트가 있습니다.다음과 같은 요점을 바탕으로 실험을 구체화하며 연구하였습니다.첫째, 구체적 아이디어 제시: 현재 각광받고 있는 분야를 탐구하였습니다. 논문의 퀄리티는 데이터수집으로 결정된다고 생각하여 최근 기술과 트랜드를 반영한 논문들을 찾아보았습니다. 학교 도서관의 학위논문 이외에 교수님의 추천으로 Google scholar 또한 살펴보았습니다. 다들 한두 편의 논문을 참고한 반면 우리 조는 10개 이상의 논문을 분석해 방대한 자료를 토대로 선택하여 실험에 최적화된 소재를 찾을 수 있었습니다. 탄소섬유강화플라스틱(CFRP)은 기존 플라스틱보다 강성을 높인 소재임으로 경량화와 강도의 안전성까지 보장해줄 수 있어 이 소재를 사용한 3D 프린팅에 도전하기로 했습니다.둘째, 3D 프린트 기술과 재료 기술 연구를 융합하여 탄소섬유 강화 플라스틱을 3D 프린트하는 시험을 실시하였습니다. 정확한 프린팅을 구현하기 위해 올바른 데이터베이스로 압출되는지 15시간 이상 기다렸고 조원들과 3교대를 해가며 달궈진 프린터를 식혔습니다. 그 결과 전체 무게를 5% 절감하는 효과가 나타났고 이러한 노력으로 창의성과 실용성을 인정받아 우수한 성적으로 프로젝트를 마쳤습니다.",탄소섬유강화플라스틱은 기존 플라스틱보다 강성을 높인 소재임으로 경량화와 강도의 안전성까지 보장해줄 수 있어 이 소재를 사용한 3D 프린팅에 도전하기로 했습니다. 정확한 프린팅을 구현하기 위해 올바른 데이터베이스로 압출되는지 15시간 이상 기다렸고 조원들과 3교대를 해가며 달궈진 프린터를 식혔습니다.
[1],성장과정,"""동행프로젝트""내가 원하는 것이 있다면 먼저 잘 들어주자, 는 것이 저의 가치관입니다. 특히 대학 시절 다양한 사람과 만날 기회가 많아지고, 때로는 내 의사를 상대방이 이해하지 못하는 경험을 많아지면서, '잘 듣는 것이 정말 중요하구나'를 새삼 깨달았습니다.대학 시절 서울시에서 주최하는 OO프로젝트에서 방과 후 프로그램을 하는 봉사활동을 경험한 적이 있습니다. 정말 열심히 준비한 프로그램들에 흥미 없어 하는 아이들의 행동이 처음에는 잘 이해되지 않고 서운했지만, 이내 마음을 다잡고 독서토론 등을 통해 아이들이 무엇을 원하는지 이해하려고 노력했습니다. 그리고 그에 맞게 준비한 다음 프로그램부터 마음의 문을 여는 아이들에 보람을 느끼면서 다시 한 번 경청의 소중함을 배울 수 있었습니다.소재 분야에서는 고객의 니즈에 맞는 맞춤형 재료를 잘 듣고 파악하는 자세가 필요합니다. 입사 후 항상 열린 귀로 고객의 요구를 들을 수 있도록 노력하겠습니다. ",소재 분야에서는 고객의 니즈에 맞는 맞춤형 재료를 잘 듣고 파악하는 자세가 필요합니다. 입사 후 항상 열린 귀로 고객의 요구를 들을 수 있도록 노력하겠습니다.
[1],성장과정 : 성장과정을 구체적으로 기술해주세요. 500,사소한 근심걱정을 타파하고 항상 도전 정신을 가지려고 했습니다. 관련 경험으로 10대 때 캐나다에서 혼자서 1년 동안 생활을 하고 무사히 한국에 왔던 적이 있습니다. 저에게 도전이었던 이유는 처음 외국에서 살아보는 경험이었고 또한 비록 어머니와 함께 캐나다에 갔지만 한달 후에 어머니는 귀국하셨기 때문에 결국 저 혼자 홈스테이 생활을 하며 생활했습니다. 비록 처음 낯선 외국생활이 주는 두려움과 근심이 있었지만 결국 이는 사소한 것이었고 쓸데 없는 근심걱정이었습니다. 이를 타파하고서 금방 캐나다 생활에 적응했고 1년 유학은 금방 지나가게 되었습니다. 10대 떄의 캐나다 생활은 저의 큰 자부심이자 성과이며 이후 마주쳤던 어려운 경험과 근심도 지혜롭게 해결할 수 있는 계기가 되었습니다. 이러한 성장과정은 롯데오토리스에서 추후 일하며 마주칠 여러 돌발상황이나 어려움도 슬기롭게 해결하며 점점 내공을 쌓아가게 해줄 것이라 믿습니다.,사소한 근심걱정을 타파하고 항상 도전 정신을 가지려고 했습니다. 10대 때 캐나다에서 혼자 1년 동안 생활을 하고 무사히 한국에 왔던 적이 있습니다. 캐나다 생활은 저의 큰 자부심이자 성과이며 이후 마주쳤던 어려운 경험과 근심도 지혜롭게 해결할 수 있는 계기가 되었습니다.
[1],성장과정 및 학교생활에 대하여.,"힘든 상황에도 끝까지 노력하여 개선하는 삶을 모토로 살아왔고 이는 좌절하지 않고 위기를 극복하도록 노력하게 하였습니다. 학창시절 능동적이었던 저는 긴 대입 수험생활로 자존감 낮고 소극적인 청년이 되었습니다. 과거의 '나'로 돌아가기 위한 일환으로 ‘self-planning, self-acting'이라는 모토의 해피예스 봉사단을 시작했습니다. 'self'라는 모토는 능동적이고 적극적인 인간으로의 변화를 원했던 저에게 전환점이라는 생각을 가지게 하였습니다. 일부러 여러 가지 아이디어도 내고, 예산관리 업무를 도맡아하는 등 열정을 가지고 적극적으로 참여하여 최우수 단원으로 선정 되는 쾌거를 이뤘습니다. 8개월간의 활동은 저에게 큰 성취감 뿐만 아니라 대학 입시로 인해 수동적이었던 가치관에서 벗어나 스스로에 대한 가치를 높이게 해주었습니다. 입사 후 어떠한 위기도 스스로를 성장시킬 수 있는 발판으로 삼는 인재로 성장하겠습니다.","'self'라는 모토는 능동적이고 적극적인 인간으로의 변화를 원했던 저에게 전환점이라는 생각을 가지게 하였습니다. 일부러 여러 가지 아이디어도 내고, 예산관리 업무를 도맡아하는 등 열정을 가지고 적극적으로 참여하여 최우수 단원으로 선정 되는 쾌거를 이뤘습니다. 입사 후 어떠한 위기도 스스로를 성장시킬 수 있는 발판으로 삼는 인재로 성장하겠습니다."
[1],그동안 본인의 삶에 있어서 가장 기억에 남는 일들을 가급적 상세하게 적어주세요 (예: 어떤 사건이 있었는데 그 원인은 무엇이고 어떻게 진행되었으며 결과와 자신에게 어떤 변화가 있었는지),"""2년의 수험생활""평범한 학창시절을 마치고 대학생이 되어야할 20살 저는 재수학원을 등록했습니다. 좋은 대학에 입학하겠다는 막연한 욕심에 시작된 1년은 앞만 보고 달렸습니다. 결과는 만족스럽지 않았고 삼수를 시작하며 저 자신을 되돌아 보는 시간을 가졌습니다. 정말 공부하고 싶은게 무엇인지 어떠한 사람이 되고싶은지 생각했습니다.사람들에게 편리함을 가져다줄 수 있는 사람이 되고싶었고 스마트폰이 나오고 노트북이 얇아지는 시대에서 저는 컴퓨터공학을 선택하게 되었습니다. 구체적인 목표가 생겼고 흔들리는 순간마다 저 자신에게 강한 동기부여가 되어 삼수를 마무리 할 수 있었습니다. 원하던 목표대로 컴퓨터 공학을 전공으로 대학에 입학하게 되었고 구체적인 목표를 세우는 것이 얼마나 중요한지 깨달을 수 있었습니다.""나홀로 유럽여행 도전""어려서부터 해외축구를 즐겨보았고 런던의 아스널이란 팀을 응원해왔습니다. 열광적인 관중들 속에서 축구경기를 보는 것이 제 오랜 꿈이었고 먼 훗날에야 가능할 일이라고 생각했습니다. 우연히 굉장히 저렴한 가격에 나온 비행기표를 찾게 되었고 갑작스러운 여행을 떠나게 되었습니다.과외를 통해 모아두었던 용돈을 챙겨들고 파리에 도착한 저는 최종목적지를 축구경기장으로 정하고 홀로 유럽여행을 시작했습니다. 관광지 순회만이 목적이 아닌 즉흥적이고 도전적인 여행을 지향했습니다. 첫날 숙소와 도시만을 정한 채 무작정 출국해 현지인들과 직접 부딪혀가며 여행을 시작했습니다.영어를 오랜 시간 배웠지만 정작 한마디도 못하던 시절이었지만 손짓 발짓을 통해 의사소통의 벽을 허물며 자신감을 키웠고 덕분에 어설픈 영어지만 다양한 정보를 얻을 수 있었습니다. 런던에 도착했지만 아스널의 프리미어리그 경기표를 구하는 것은 하늘의 별따기였고 오랜 꿈을 다시 미뤄야하는가 좌절하기도 했습니다.하지만 펍에서 친해진 영국인 아저씨께서 표 구하기 쉬운 컵대회를 알려주신 덕에 제 오랜 꿈을 이룰 수 있었습니다. 막연한 버킷리스트라 생각했는데 당장 부딪혀보니 꿈은 멀지 않았습니다. 언젠가 할 수 있겠지라고 꿈으로 남겨두기보다는 지금당장 도전해보는 것이 현명한 방법이라는 것을 깨달았습니다.""봉사활동을 통해 배운 배려심과 행복""한 다큐멘터리 방송을 통해 `배움을 나누는 사람들`이라는 교육 봉사단체를 알게 되었습니다. 저소득층과 차상위계층의 아이들에게 공부의 꿈을 심어주는 곳이었습니다. 대학을 다니며 수학 과외를 했던 저는 어렵지 않게 지원했습니다. 하지만 경제적인 현실로 마음을 닫은 학생들은 생각처럼 따라주지 않았습니다.저는 아이들과의 거리를 좁히기 위해 한명 한명 눈을 맞춰 이야기하며 개개인의 특징을 파악했습니다. 수많은 아이를 관리하기에는 선생님 수가 부족해 선생님들과 일지를 공유해가며 아이들 관리에 최선을 다했습니다. 1년이 흐르는 동안 아이들은 마음을 열고 수학 실력도 높아지고 고등학교 진학을 바라보며 다시 꿈을 갖기 시작했습니다. 아이들뿐 아니라 저 자신도 변하는 시기였습니다. 타인을 진심으로 배려하고 소통하는 법을 배웠고 이전에 겪어보지 못한 보람과 행복을 알게 되었습니다.",평범한 학창시절을 마치고 대학생이 되어야할 20살 저는 재수학원을 등록했습니다. 좋은 대학에 입학하겠다는 막연한 욕심에 시작된 1년은 앞만 보고 달렸습니다. 결과는 만족스럽지 않았고 삼수를 시작하며 저 자신을 되돌아 보는 시간을 가졌습니다. 사람들에게 편리함을 가져다줄 수 있는 사람이 되고싶었고 스마트폰이 나오고 노트북이 얇아지는 시대에서 저는 컴퓨터공학을 선택하게 되었습니다.
[1],성장과정,"""좋은 결과는 따라오기 마련이다""고등학교 시절 첫 해외여행을 계기로, 더 큰 세상에서 공부하고 싶다는 생각에 연고지하나 없는 일본에 유학 갈 것을 결심했습니다. 어머니를 비롯하여 담임선생님까지 유학을 말렸지만, 저의 주도적이고 열정적인 모습에 어머니께서는 결국 유학을 허락해주셨습니다. 힘든 결정을 내려주신 어머니를 실망하게 하지 않으려고 최선을 다해 대학입시를 준비하였습니다. 그 결과, 현역으로 일본 대학교에 입학할 수 있었습니다. 하지만 일어의 일자도 모르는 상태에서 오직 독학으로만 해왔기 때문에 대학교입학 후 많은 좌절에 부딪히게 되었습니다. 그래서 1학년을 마치고 휴학한 후 병역복무기간 동안 더 철저히 일어와 학과공부를 준비했습니다. 그 덕분에, 복학 후에는 매학기 우수한 성적을 얻을 수 있었고 성적우수장학금마저 받을 수 있었습니다. 이 경험으로 깨달은 노력의 보상에 대한 확신은 어떤 일이든 최선을 다하게 만들어 준 계기가 되었습니다.","고등학교 시절 첫 해외여행을 계기로, 연고지하나 없는 일본에 유학 갈 것을 결심했습니다. 주도적이고 열정적인 모습에 어머니를 실망하게 하지 않으려고 최선을 다해 대학입시를 준비하였습니다. 노력의 보상에 대한 확신은 어떤 일이든 최선을 다하게 만들어 준 계기가 되었습니다."
[1],내 인생 최고의 선택과 최악의 선택은 무엇이었는가? 그러한 선택을 한 이유와 함께 각각 기술하시오. ,"""최고의 선택: 공장 경험""여러 제약이 있었음에도 제가 원하는 일을 결국 행동으로 옮겼고 유의미한 결과를 얻었기 때문입니다. 설비에 관한 직무를 희망하여 이를 직접적으로 다뤄보는 경험을 쌓고 싶었습니다. 학기 중 공고에 올라온 공장 알바에 지원을 했지만, 최소 1년 이상의 근무 기간을 원했기에 자리를 얻을 수 없었습니다. 알바 공고를 지속적으로 확인하며 공장 자리를 수소문한 결과 평택에 있는 공장에서 도급직으로 일할 수 있었습니다. 4개월간 본연의 일과 설비에 지속적인 관심을 가졌고 퇴근 후에는 학업에 집중한 결과, 설비 유지보수 경험과 좋은 성적이라는 목표를 달성할 수 있었습니다.""최악의 선택: 혼남의 두려움""혼날 것이라는 나약함이 정말 한심스러웠기 때문입니다. M사 카운터 알바 시절, 당시 바쁜 시간에 의해 모두 신경이 곤두서있었습니다. 저는 한 차량의 계산을 누락했음에도 크게 혼날 거라는 두려움과 큰일 없을 것이라는 안일함에 의해 보고하지 않았습니다. 결국 연쇄적으로 사고가 터졌고 고객과 회사에 큰 손실을 끼쳤습니다. 큰 반성을 했고 이후 나약한 생각이 튀어나오면 입술을 깨물며 정신을 차려 이성적인 사고를 했습니다.","""최고의 선택: 공장 경험""여러 제약이 있었음에도 제가 원하는 일을 결국 행동으로 옮겼고 유의미한 결과를 얻었기 때문입니다. 학기 중 공고에 올라온 공장 알바에 지원을 했지만, 최소 1년 이상의 근무 기간을 원했기에 자리를 얻을 수 없었습니다. 알바 공고를 지속적으로 확인하며 공장 자리를 수소문한 결과 평택에 있는 공장에서 도급직으로 일할 수 있었습니다."
[1],자신의 성장과정과 학창시절에 대해 기술하여 주십시오.,"[꿈을 이루어 가며]어릴적 아버지께서 공장을 운영하셨습니다. 아버지를 뵈러 공장에 가는 날이면 항상 벅찬마음이 들었습니다. 보통 사람들은 싫어하는 기름냄새와 시끄러운 기계음이 좋았습니다. 그때부터 무엇인가 만드는데 흥미를 느꼈던 것 같습니다.초등학교때는 장난감을 가지고 노는 것 보다는 만드는 것을 더 좋아해서 조립장난감을 사면 만들고 해체하고 다시 만드는 것을 반복했습니다. 이를 보고 부모님은 과학상자를 사주셨고 그때부터 도면을 보고 좀더 복잡한 것을 만드는데 흥미를 가지게 되었습니다. 이런 경험들이 계기가 되어 공대에 입학하게 되었습니다.2012년 전역 후, `꼭 한번 외국에서 살아보고 싶다`는 꿈을 이루기 위해서 계획을 세우고 준비했습니다. 우선 그해 5월부터 당장 체류비용을 마련하기 위해 중소기업에서 생산 및 설비관리 업무를 맡아 일했습니다. 정확히 1년동안 일하면서 주말에는 근처대학교 어학당에서 영어회화를 공부하였고 캐나다대사관 홈페이지를 틈틈이 확이하며 비자관련 준비를 했습니다.그 결과, 2013년 7월 캐나다로 떠나서 2014년 2월까지 캐나다에서 많은 경험과 추억을 쌓고 돌아올 수 있었습니다. 혼자서 외국에 나가는 기회는 이때가 처음 이었습니다. 하지만 계획을 세우고 하나씩 책임감있게 실행하면서 어느덧 할 수 있다는 자신감과 함께 성공의 보람감을 느낄 수 있었습니다.","2012년 전역 후, `꼭 한번 외국에서 살아보고 싶다`는 꿈을 이루기 위해서 계획을 세우고 준비했습니다. 우선 그해 5월부터 당장 체류비용을 마련하기 위해 중소기업에서 생산 및 설비관리 업무를 맡아 일했습니다. 정확히 1년동안 일하면서 주말에는 근처대학교 어학당에서 영어회화를 공부하였고 캐나다대사관 홈페이지를 틈틈이 확이하며 비자관련 준비를 했습니다."
[1],나의 삶에 가장 큰 변화를 가져온 사건은 무엇이고 어떠한 의미가 있었는지 서술해 주십시오,"전자 문서 100개 삭제라는 큰 실수는 주어진 일에 꼼꼼히 대처하자는 태도 변화를 줬고, 세밀한 업무 자세로 임하겠다는 결심을 하게 되었습니다. OOO 비행단 전산병 시절, 간부 한 명이 저에게 지정해준 인트라넷 전자문서 삭제 업무를 지시했고, 이를 수행하던 중 정확하지 않은 소통 때문에 인트라넷 DB 전자 문서 100개를 삭제했습니다. 제 실수로 인해 부서 간부가 대대에 부름을 받아 질책을 받고, 통제실장까지 보고가 올라가는 것이 힘들었습니다. 이 위기를 극복하기 위해 하룻밤을 새우며 수정 작업을 했고, 복구를 완료했습니다.","제 실수로 인해 부서 간부가 대대에 부름을 받아 질책을 받고, 통제실장까지 보고가 올라가는 것이 힘들었습니다. 이 위기를 극복하기 위해 수정 작업을 했고, 복구를 완료했습니다."
[1],"본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능)","""너와 나의 연결고리""서로 다름을 인정하고, 그들만의 언어를 배워 그들의 마음을 조금 더 이해할 수 있었습니다. 관계에 있어 가장 중요한 요소는 공감이라고 생각합니다. 그래서 학창시절에는 남녀노소하고 고민이 있으면 상담을 해주곤 했습니다. 하지만 지나친 책임감으로 인한 과욕으로 일방적인 소통을 하게 된 경험이 있었습니다. 대학 시절, 봉사활동을 하던 중 아이들을 데리고 수영장에 갔습니다. 열심히 가르치고 도와주었지만, 한 명이 잘 따라오지 못했습니다. 모든 아이가 잘할 수 있다 생각하고 그에게 더 열심히 가르쳐주었지만, 그 친구는 힘들어했습니다. 이것은 저의 지나친 욕심으로 인한 일방적인 가르침이 문제였습니다. 그래서 그때부터 서로 대화하고 효율적인 방법을 찾기 위해 애써왔습니다. 그 이후, 아이들과 친해지기 위해 수화를 배우게 되었습니다. 그 결과, 아이들과 가까워지며 그들의 마음을 조금 더 이해할 수 있었습니다.이를 통해 서로 다름을 인정하고, 일방통행이 아닌 상대의 입장을 고려해야 한다는 것을 배웠습니다. 이처럼 맡은 일에 책임을 다하며, 공감을 통해 문제를 해결하기 위해 노력하고 있습니다.""문제의 원인은 현장에 있다""대학 시절 봉사동아리 활동 중 아띠센터에 가면서부터 장애우들과 견학, 소풍을 다니며 친해지게 되었고 그들과의 소통을 위해 수화에 관심을 가지게 되었습니다. 그러던 중 축제에 나갈 기회를 얻었고, 우리는 무대를 보러 갔습니다. 하지만 그곳에서 축제의 한가지 걸림돌이 있었습니다. 평소 연습했던 공간에 비해 무대가 너무 큰 것이었습니다. 이전에 동아리방에서 수화를 연습했을 땐 무대가 작아 일자 배열로 촘촘히 서서 연습하던 것을 조원 간의 배열을 V자 형태로 수정하게 되었습니다. 배열의 변화를 주고 나니 특정 부분의 안무 수정이 필요하였습니다. 그래서 우리는 클라이맥스 부분에 실제 아이돌 가수들을 모티브로 삼아 파도를 타듯이 스텝을 밟고 수화를 연습하였습니다.축젯날, 우리는 긴장된 마음을 추스르고 무대에 올랐습니다. 마지막 무대라 학생들의 열기가 뜨거웠고 무대 위까지 그 열기가 전해졌습니다. 우리는 차분하게 시작을 하였고 중간중간 사소한 실수는 있었지만, 무사히 무대를 마쳤습니다. 우린 말없이 몸짓 손짓으로 표현하였고, 아마 우리들의 열정이 그들에게 잘 전해져 호응으로 보답해준 것 같습니다.이렇게 기존에 밋밋했던 방식의 문제를 배열과 추가적 안무를 접목시켜 무대를 화려하게 장식하였습니다. 이 경험으로 주어진 상황에서 문제를 직면하게 되면 한 곳만 바라보지 않고 다양한 관점으로 문제를 해결할 수 있는 안목을 기를 수 있었습니다. 앞으로 시작될 사회생활도 무엇을 어떤 방식으로 변화시킬 것인지의 싸움이라고 생각합니다. 저의 수화축제 경험이 치열한 생존경쟁에 작지만 강력한 무기가 될 것입니다.","""너와 나의 연결고리""서로 다름을 인정하고, 그들만의 언어를 배워 그들의 마음을 조금 더 이해할 수 있었습니다. 관계에 있어 가장 중요한 요소는 공감이라고 생각합니다. 그래서 학창시절에는 남녀노소하고 고민이 있으면 상담을 해주곤 했습니다."
[1],＂부모님＂하면 떠오르는 생각과 ＂나의 가족＂ 이야기를 들려 주십시오.,"<사람이 사람다워야 한다>됨됨이가 된 사람, 거짓 없는 사람, 책임감 있는 사람, 웃어른을 공경할 줄 아는 사람이 진정한 사람이라는 말은 성장해오면서 지금껏 부모님께서 제게 강조하셨고 제가 가져야 할 지표라고 생각합니다. 요양보호사 일을 하셨던 어머니 덕분에 자연스레 봉사활동의 기회를 많이 접해왔습니다. 요양보호사가 단순히 어머니의 직업이라는 개념으로만 생각했었는데 직업이기 전에 진심을 다해 베푸는 것과 돈을 주고도 배울 수 없는 따뜻한 마음과 감동이 무엇인지 보고 느낄 수 있었으며 어디에서 일하는가 보다 제 자신이 어떤 사람인지 제가 무슨 일을 하는지가 더 중요하다는 것을 깨달았습니다. 아버지는 제게 금융인의 덕목이라 볼 수 있는 신뢰 받는 사람의 기질을 가르쳐주시고 사람 냄새나는 정 많은 성격을 물려주신 분입니다.약속은 무슨 일이 있어도 지킬 것, 주변 사람들의 기쁨과 슬픔을 함께할 것 등을 머리에 각인시켜주시고는 했습니다. 이런 가르침 덕분에 저는 대인관계에서 믿음을 가장 중요하게 생각하게 되었으며 학창시절부터 지금까지 10년 이상 꾸준히 연락하며 지내는 친구들이 30명 이상입니다. 여러 가지 친목모임의 총무역할을 하며 맡은 일을 꼭 실행하려는 책임감과 제가 해야 할 일을 짚어내는 감각을 키우는데 커다란 도움을 주었습니다.","<사람이 사람다워야 한다>됨됨이가 된 사람, 거짓 없는 사람, 책임감 있는 사람, 웃어른을 공경할 줄 아는 사람이 진정한 사람이라는 말은 성장해오면서 지금껏 부모님께서 강조하셨고 제가 가져야 할 지표라고 생각합니다."
