answer_log_id,timestamp,answer_id,rectype_id,user_id
674,"2023-01-26 13:07:25.121379",a002267,7000001,8
675,"2023-01-26 13:09:00.210073",a010688,7000002,28
676,"2023-01-26 13:10:28.365715",a000609,7000006,26
677,"2023-01-26 13:11:33.279676",a001378,7000005,26
678,"2023-01-26 13:12:19.459458",a001378,7000005,26
679,"2023-01-26 13:12:26.868392",a000609,7000006,26
680,"2023-01-26 13:13:51.385173",a015487,7000001,8
681,"2023-01-26 13:13:54.403931",a009534,7000004,26
682,"2023-01-26 13:14:32.644807",a013859,7000001,8
683,"2023-01-26 13:16:01.316681",a002276,7000002,26
684,"2023-01-26 13:17:48.280250",a000609,7000006,26
685,"2023-01-26 13:18:00.421942",a013571,7000001,6
686,"2023-01-26 13:18:01.744527",a012627,7000001,6
687,"2023-01-26 13:18:02.707952",a015461,7000001,6
688,"2023-01-26 13:18:04.387495",a013571,7000002,6
689,"2023-01-26 13:18:18.744142",a000609,7000006,26
690,"2023-01-26 13:18:26.955108",a000609,7000006,26
691,"2023-01-26 13:18:43.524282",a009686,7000002,6
692,"2023-01-26 13:18:44.585245",a009684,7000002,6
693,"2023-01-26 13:18:47.166222",a012869,7000002,6
694,"2023-01-26 13:19:16.837831",a012868,7000001,6
695,"2023-01-26 13:19:41.563969",a001378,7000005,26
696,"2023-01-26 13:19:54.047042",a008880,7000001,6
697,"2023-01-26 13:19:56.592034",a002606,7000001,6
698,"2023-01-26 13:19:59.158315",a012868,7000001,6
699,"2023-01-26 13:20:01.081557",a013573,7000001,6
700,"2023-01-26 13:20:02.943342",a008880,7000002,6
701,"2023-01-26 13:20:04.506337",a002606,7000002,6
702,"2023-01-26 13:20:06.147733",a012868,7000002,6
703,"2023-01-26 13:20:07.551566",a007427,7000002,6
704,"2023-01-26 13:20:33.583828",a013859,7000001,6
705,"2023-01-26 13:21:12.675078",a013225,7000002,26
706,"2023-01-26 13:21:36.714542",a008186,7000002,26
707,"2023-01-26 13:42:53.629579",a001892,7000005,21
708,"2023-01-26 13:42:58.619127",a009931,7000005,21
709,"2023-01-26 13:43:22.608708",a000734,7000003,21
710,"2023-01-26 13:43:31.652366",a001107,7000003,21
711,"2023-01-26 13:43:42.702538",a006734,7000002,21
712,"2023-01-26 13:44:13.822602",a012137,7000001,21
713,"2023-01-26 13:44:18.354187",a000212,7000001,21
714,"2023-01-26 13:45:24.389911",a002187,7000001,21
715,"2023-01-26 13:45:35.661994",a009991,7000001,21
716,"2023-01-26 13:45:55.832721",a003725,7000001,31
717,"2023-01-26 13:46:15.168775",a016418,7000001,21
718,"2023-01-26 13:46:35.223337",a007705,7000001,21
719,"2023-01-26 13:46:40.418283",a007050,7000001,21
720,"2023-01-26 13:46:44.037679",a007050,7000001,21
721,"2023-01-26 13:46:53.601738",a009886,7000001,21
722,"2023-01-26 13:47:00.116396",a006116,7000001,31
723,"2023-01-26 13:48:39.279851",a014697,7000001,31
724,"2023-01-26 13:49:52.435986",a010356,7000002,31
725,"2023-01-26 13:50:33.848672",a004061,7000001,32
726,"2023-01-26 13:52:10.154399",a011255,7000001,21
727,"2023-01-26 13:52:20.913008",a006906,7000001,21
728,"2023-01-26 13:52:41.801230",a014137,7000001,21
729,"2023-01-26 13:54:01.086278",a011429,7000003,21
730,"2023-01-26 13:54:03.678448",a011430,7000003,21
731,"2023-01-26 13:54:06.159608",a004711,7000003,21
732,"2023-01-26 13:54:35.042030",a010420,7000004,21
733,"2023-01-26 13:55:19.855088",a015325,7000006,21
734,"2023-01-26 13:55:35.262173",a002973,7000005,31
735,"2023-01-26 13:55:51.635580",a014493,7000003,31
736,"2023-01-26 13:56:13.330636",a012410,7000001,31
737,"2023-01-26 13:56:29.062043",a008233,7000003,21
738,"2023-01-26 13:57:16.095041",a009785,7000002,23
739,"2023-01-26 13:57:43.384242",a012611,7000004,21
740,"2023-01-26 13:57:58.020129",a011433,7000003,21
741,"2023-01-26 13:58:07.594086",a011429,7000003,21
742,"2023-01-26 13:58:19.596495",a006005,7000002,21
743,"2023-01-26 13:59:22.015781",a012093,7000002,21
744,"2023-01-26 13:59:54.329176",a006281,7000002,23
745,"2023-01-26 14:00:08.560821",a006736,7000002,21
746,"2023-01-26 14:01:03.158073",a013633,7000005,31
747,"2023-01-26 14:01:57.132985",a012138,7000001,21
748,"2023-01-26 14:02:13.732938",a009106,7000001,21
749,"2023-01-26 14:02:46.927551",a000612,7000006,21
750,"2023-01-26 14:03:33.482355",a008188,7000001,33
751,"2023-01-26 14:05:43.096405",a007537,7000004,21
752,"2023-01-26 14:05:52.180101",a007537,7000004,21
753,"2023-01-26 14:05:54.663570",a004711,7000003,21
754,"2023-01-26 14:06:01.738387",a006005,7000002,21
755,"2023-01-26 14:06:09.440243",a012138,7000001,21
756,"2023-01-26 14:06:15.948826",a001736,7000001,21
757,"2023-01-26 14:07:23.914563",a012092,7000001,21
758,"2023-01-26 14:07:47.329391",a000511,7000003,21
759,"2023-01-26 14:07:51.011545",a001692,7000001,21
760,"2023-01-26 14:08:39.233724",a002947,7000003,21
761,"2023-01-26 14:08:53.054736",a001369,7000004,21
762,"2023-01-26 14:08:54.485178",a006281,7000001,34
763,"2023-01-26 14:09:04.492564",a000510,7000003,21
764,"2023-01-26 14:09:12.892364",a003680,7000001,34
765,"2023-01-26 14:09:23.777264",a012086,7000003,21
766,"2023-01-26 14:09:56.285564",a001692,7000002,21
767,"2023-01-26 14:13:21.592333",a002947,7000003,21
768,"2023-01-26 14:16:08.875075",a012471,7000001,21
769,"2023-01-26 14:16:11.301649",a006246,7000001,34
770,"2023-01-26 14:16:17.923109",a012665,7000001,21
771,"2023-01-26 14:16:23.349910",a002160,7000002,21
772,"2023-01-26 14:16:52.196319",a006246,7000001,34
773,"2023-01-26 14:17:09.489055",a013895,7000001,34
774,"2023-01-26 14:17:21.558046",a003650,7000001,31
775,"2023-01-26 14:17:26.369884",a009533,7000004,21
776,"2023-01-26 14:17:27.469495",a006684,7000001,34
777,"2023-01-26 14:17:43.935327",a009592,7000002,34
778,"2023-01-26 14:17:48.770297",a009863,7000002,31
779,"2023-01-26 14:18:05.488664",a005381,7000002,34
780,"2023-01-26 14:18:12.267150",a011257,7000002,34
781,"2023-01-26 14:18:17.033042",a009767,7000002,21
782,"2023-01-26 14:18:24.283353",a012417,7000003,31
783,"2023-01-26 14:18:24.942137",a008225,7000002,21
784,"2023-01-26 14:18:37.885342",a009235,7000001,34
785,"2023-01-26 14:18:45.944506",a002537,7000001,34
786,"2023-01-26 14:18:55.745544",a009344,7000004,21
787,"2023-01-26 14:19:07.119496",a016048,7000001,34
788,"2023-01-26 14:19:08.879240",a015325,7000006,31
789,"2023-01-26 14:19:26.706319",a012471,7000001,21
790,"2023-01-26 14:19:29.229256",a012665,7000001,21
791,"2023-01-26 14:19:31.727920",a003987,7000001,21
792,"2023-01-26 14:19:34.900520",a003985,7000001,21
793,"2023-01-26 14:19:37.450736",a002160,7000002,21
794,"2023-01-26 14:19:38.983475",a009767,7000002,21
795,"2023-01-26 14:19:40.910527",a005099,7000002,21
796,"2023-01-26 14:20:06.422811",a015325,7000006,31
797,"2023-01-26 14:20:34.598423",a010973,7000002,31
798,"2023-01-26 14:22:04.913445",a006482,7000002,34
799,"2023-01-26 14:22:21.302630",a005423,7000002,34
800,"2023-01-26 14:22:33.326279",a005422,7000002,34
801,"2023-01-26 14:24:15.101756",a012665,7000001,21
802,"2023-01-26 14:24:36.439310",a011866,7000002,34
803,"2023-01-26 14:24:42.268379",a014732,7000001,34
804,"2023-01-26 14:24:44.549769",a005423,7000002,34
805,"2023-01-26 14:24:47.697331",a011973,7000001,34
806,"2023-01-26 14:24:59.824075",a002891,7000001,34
807,"2023-01-26 14:25:11.869501",a011973,7000001,34
808,"2023-01-26 14:27:30.390079",a009533,7000004,21
809,"2023-01-26 14:27:40.667290",a009533,7000004,21
810,"2023-01-26 14:27:53.867557",a006245,7000003,21
811,"2023-01-26 14:28:22.875345",a009686,7000005,34
812,"2023-01-26 14:28:39.175291",a004250,7000001,21
813,"2023-01-26 14:29:03.498692",a002160,7000001,21
814,"2023-01-26 14:30:05.097992",a013634,7000005,21
815,"2023-01-26 14:30:46.481048",a009767,7000002,21
816,"2023-01-26 14:30:51.212817",a015641,7000001,35
817,"2023-01-26 14:31:01.621805",a012091,7000001,21
818,"2023-01-26 14:33:07.175484",a000235,7000001,21
819,"2023-01-26 14:33:15.526490",a009034,7000001,21
820,"2023-01-26 14:33:20.696319",a015641,7000001,35
821,"2023-01-26 14:33:47.197638",a013293,7000001,35
822,"2023-01-26 14:33:51.536366",a015641,7000001,35
823,"2023-01-26 14:33:57.685659",a013293,7000001,35
824,"2023-01-26 14:34:05.645298",a001347,7000001,35
825,"2023-01-26 14:34:09.300551",a008551,7000001,35
826,"2023-01-26 14:34:11.181832",a011661,7000002,31
827,"2023-01-26 14:34:22.883104",a015641,7000002,35
828,"2023-01-26 14:34:31.218240",a015640,7000002,35
829,"2023-01-26 14:34:44.608749",a012264,7000003,21
830,"2023-01-26 14:34:58.615527",a002802,7000004,21
831,"2023-01-26 14:36:02.704688",a012957,7000002,35
832,"2023-01-26 14:36:11.978190",a015641,7000002,35
833,"2023-01-26 14:36:14.675941",a012957,7000002,35
834,"2023-01-26 14:37:32.140192",a001864,7000001,31
835,"2023-01-26 14:37:37.985723",a013847,7000001,31
836,"2023-01-26 14:37:39.054925",a012629,7000001,35
837,"2023-01-26 14:37:45.975889",a011112,7000001,31
838,"2023-01-26 14:37:51.566386",a000652,7000001,31
839,"2023-01-26 14:38:00.671989",a003111,7000002,31
840,"2023-01-26 14:38:18.727542",a000946,7000001,36
841,"2023-01-26 14:38:20.923414",a015325,7000006,31
842,"2023-01-26 14:46:54.317634",a008701,7000001,35
843,"2023-01-26 14:51:11.378458",a000325,7000001,35
844,"2023-01-26 15:04:21.019783",a015641,7000002,35
845,"2023-01-26 15:04:52.562880",a014892,7000002,35
846,"2023-01-26 15:07:52.179600",a012629,7000003,35
847,"2023-01-26 15:07:59.843855",a011161,7000003,35
848,"2023-01-26 15:10:07.340231",a000540,7000003,35
849,"2023-01-26 15:10:10.080454",a014888,7000002,35
850,"2023-01-26 15:10:16.451057",a015641,7000002,35
851,"2023-01-26 15:10:29.842978",a007434,7000003,35
852,"2023-01-26 15:10:32.655774",a012629,7000003,35
853,"2023-01-26 15:10:35.008177",a000540,7000003,35
854,"2023-01-26 15:10:37.293606",a011161,7000003,35
855,"2023-01-26 15:43:53.532526",a013478,7000001,35
856,"2023-01-26 15:46:28.294250",a012618,7000001,35
857,"2023-01-26 15:46:34.117488",a001274,7000001,35
858,"2023-01-26 15:46:43.346374",a012868,7000001,35
859,"2023-01-26 15:48:01.619791",a012618,7000001,35
860,"2023-01-26 15:48:17.553780",a012868,7000001,35
861,"2023-01-26 15:48:24.149513",a012704,7000001,35
862,"2023-01-26 15:49:38.494487",a003587,7000003,35
863,"2023-01-26 15:49:54.491176",a001370,7000004,35
864,"2023-01-26 15:50:05.997309",a001370,7000004,35
865,"2023-01-26 15:50:31.335524",a008187,7000001,8
866,"2023-01-26 15:50:34.642818",a012618,7000001,35
867,"2023-01-26 15:51:31.340048",a012704,7000001,35
868,"2023-01-26 15:53:36.288238",a001274,7000001,35
869,"2023-01-26 15:54:51.506257",a010000,7000001,35
870,"2023-01-26 15:55:19.283270",a014610,7000002,35
871,"2023-01-26 15:56:40.964790",a015786,7000001,35
872,"2023-01-26 15:57:29.007082",a015786,7000001,35
873,"2023-01-26 15:58:57.854302",a014324,7000002,35
874,"2023-01-26 15:59:13.189841",a016337,7000003,35
875,"2023-01-26 15:59:44.602056",a016339,7000003,35
876,"2023-01-26 15:59:55.069801",a002675,7000003,35
877,"2023-01-26 16:00:25.645328",a001120,7000003,35
878,"2023-01-26 16:03:56.176929",a012725,7000001,29
879,"2023-01-26 16:04:08.674381",a003509,7000006,29
880,"2023-01-26 16:04:21.373433",a003509,7000006,29
881,"2023-01-26 16:04:36.494216",a004737,7000001,35
882,"2023-01-26 16:05:30.225824",a000282,7000001,7
883,"2023-01-26 16:06:02.076145",a012511,7000001,1
884,"2023-01-26 16:06:25.777225",a007590,7000003,7
885,"2023-01-26 16:06:42.798154",a000281,7000003,7
886,"2023-01-26 16:07:04.329856",a003512,7000005,7
887,"2023-01-26 16:07:21.296346",a003583,7000006,7
888,"2023-01-26 16:08:38.092952",a007795,7000004,7
889,"2023-01-26 16:09:02.933564",a016187,7000003,7
890,"2023-01-26 16:09:27.571777",a004223,7000001,7
891,"2023-01-26 16:12:13.559964",a012793,7000001,1
892,"2023-01-26 16:13:34.669786",a002606,7000001,1
893,"2023-01-26 16:13:40.398208",a013573,7000001,1
894,"2023-01-26 16:13:54.308302",a013573,7000001,1
895,"2023-01-26 16:14:02.772204",a000979,7000001,1
896,"2023-01-26 16:14:04.773582",a012598,7000001,1
897,"2023-01-26 16:14:06.568311",a002608,7000001,1
898,"2023-01-26 16:15:10.374296",a005603,7000001,1
899,"2023-01-26 16:15:24.058545",a001460,7000001,1
900,"2023-01-26 16:18:33.238058",a011665,7000006,7
901,"2023-01-26 16:33:51.969032",a016290,7000002,7
902,"2023-01-26 16:37:33.259830",a015011,7000002,7
903,"2023-01-26 16:54:20.902681",a016290,7000002,7
904,"2023-01-26 16:54:51.057508",a016290,7000002,7
905,"2023-01-26 16:54:59.718578",a016290,7000002,7
906,"2023-01-26 20:20:14.006833",a000281,7000001,9
907,"2023-01-26 20:20:59.165735",a006379,7000001,9
908,"2023-01-26 20:21:37.543191",a004462,7000001,9
909,"2023-01-26 20:21:56.005076",a007589,7000001,9
910,"2023-01-26 20:22:27.048160",a009128,7000003,9
911,"2023-01-26 20:23:21.715317",a001370,7000004,9
912,"2023-01-26 20:24:07.609033",a013634,7000005,9
913,"2023-01-26 20:25:01.054523",a004462,7000001,9
914,"2023-01-26 20:25:22.721078",a000569,7000001,9
915,"2023-01-26 20:26:37.521620",a007458,7000001,9
916,"2023-01-26 20:28:07.017583",a001519,7000001,9
917,"2023-01-26 20:28:20.663658",a004470,7000001,9
918,"2023-01-26 20:28:26.686285",a002899,7000001,9
919,"2023-01-26 20:28:46.722661",a011277,7000001,9
920,"2023-01-26 20:29:21.854422",a009533,7000004,9
921,"2023-01-26 20:29:40.891907",a009929,7000005,9
922,"2023-01-26 20:30:46.313521",a013857,7000001,9
923,"2023-01-26 20:30:54.517707",a000977,7000001,9
924,"2023-01-26 20:31:19.320426",a006158,7000003,9
925,"2023-01-26 20:32:34.171618",a004368,7000001,9
926,"2023-01-26 20:33:06.708832",a004461,7000001,9
927,"2023-01-26 20:33:17.664926",a004368,7000003,9
928,"2023-01-26 20:33:23.648303",a007418,7000003,9
929,"2023-01-26 20:34:35.001223",a011967,7000002,9
930,"2023-01-26 20:34:37.954584",a002401,7000002,9
931,"2023-01-26 20:35:13.322954",a005477,7000002,9
932,"2023-01-26 20:35:54.622867",a000298,7000001,9
933,"2023-01-27 01:19:34.644124",a006555,7000002,7
934,"2023-01-27 01:19:37.583511",a007457,7000002,7
935,"2023-01-27 01:19:40.861984",a003530,7000002,7
936,"2023-01-27 01:20:23.207806",a009930,7000005,7
937,"2023-01-27 01:30:02.374769",a009533,7000004,7
938,"2023-01-27 01:30:07.774466",a009533,7000004,7
939,"2023-01-27 01:33:21.350989",a002801,7000004,7
940,"2023-01-27 01:33:28.949794",a005493,7000006,7
941,"2023-01-27 01:33:32.779846",a009929,7000005,7
942,"2023-01-27 01:35:24.523871",a013634,7000005,40
943,"2023-01-27 01:37:18.120463",a000859,7000005,40
944,"2023-01-27 01:41:15.242506",a014223,7000001,7
945,"2023-01-27 02:21:06.313796",a012259,7000006,41
946,"2023-01-27 02:21:42.400141",a005564,7000001,41
947,"2023-01-27 02:22:22.205124",a009686,7000001,41
948,"2023-01-27 02:22:31.216892",a002605,7000001,41
949,"2023-01-27 02:22:48.197668",a007795,7000004,41
950,"2023-01-27 03:46:05.228106",a004395,7000001,1
951,"2023-01-27 03:47:01.384606",a000556,7000001,1
952,"2023-01-27 03:48:25.605503",a011308,7000001,1
953,"2023-01-27 03:49:20.077274",a011455,7000001,1
954,"2023-01-27 03:49:21.531353",a011454,7000001,1
955,"2023-01-27 03:49:22.721188",a001739,7000001,1
956,"2023-01-27 03:49:23.927866",a007066,7000001,1
957,"2023-01-27 03:52:07.161739",a007689,7000001,1
958,"2023-01-27 03:54:28.069503",a005853,7000001,8
959,"2023-01-27 03:55:48.267747",a009361,7000001,8
960,"2023-01-27 03:59:31.122279",a007724,7000001,1
961,"2023-01-27 04:30:56.783429",a013858,7000001,48
962,"2023-01-27 04:33:31.726539",a015399,7000001,50
963,"2023-01-27 04:34:03.236792",a004462,7000003,50
964,"2023-01-27 04:34:20.179784",a006157,7000003,50
965,"2023-01-27 04:35:42.563612",a013634,7000005,50
966,"2023-01-27 04:36:22.062638",a003729,7000003,50
967,"2023-01-27 04:38:00.807918",a010200,7000003,50
968,"2023-01-27 04:42:47.288293",a004462,7000003,50
969,"2023-01-27 04:43:00.864699",a006157,7000003,50
970,"2023-01-27 04:44:32.528384",a015399,7000001,50
971,"2023-01-27 04:45:45.992405",a016703,7000001,50
972,"2023-01-27 04:47:34.589058",a009235,7000001,50
973,"2023-01-27 05:02:59.296904",a001171,7000001,61
974,"2023-01-27 05:06:22.858654",a001617,7000001,62
975,"2023-01-27 05:06:58.200213",a009685,7000002,62
976,"2023-01-27 05:11:14.488015",a016389,7000001,63
977,"2023-01-27 05:11:22.942197",a003443,7000001,63
978,"2023-01-27 06:07:03.924646",a012203,7000003,64
979,"2023-01-27 06:07:10.417596",a000610,7000006,64
980,"2023-01-27 06:10:08.147389",a016756,7000001,64
981,"2023-01-27 06:10:28.263130",a015561,7000002,64
982,"2023-01-27 06:10:33.989450",a007009,7000001,64
983,"2023-01-27 06:10:42.054656",a009533,7000004,64
984,"2023-01-27 06:10:45.718161",a009929,7000005,64
985,"2023-01-27 06:10:56.852682",a005493,7000006,64
986,"2023-01-27 06:12:59.640601",a013634,7000005,64
987,"2023-01-27 06:14:30.673597",a015514,7000002,64
988,"2023-01-27 06:15:00.247666",a007420,7000001,64
989,"2023-01-27 06:19:24.243748",a007009,7000001,64
990,"2023-01-27 06:19:53.750417",a005564,7000001,65
991,"2023-01-27 06:21:16.285654",a003512,7000005,65
992,"2023-01-27 06:21:43.667707",a016187,7000001,65
993,"2023-01-27 06:27:59.864233",a004368,7000001,22
994,"2023-01-27 06:28:17.795018",a013217,7000001,22
995,"2023-01-27 06:28:21.283845",a004316,7000001,22
996,"2023-01-27 06:28:22.451994",a004368,7000001,22
997,"2023-01-27 06:28:29.387486",a004368,7000001,22
998,"2023-01-27 06:28:45.522870",a013217,7000001,22
999,"2023-01-27 06:28:53.814646",a013217,7000002,22
1000,"2023-01-27 06:37:00.784680",a011010,7000001,22
1001,"2023-01-27 06:37:25.036931",a000347,7000001,22
1002,"2023-01-27 06:37:27.280432",a003829,7000001,22
1003,"2023-01-27 06:37:28.635110",a013936,7000001,22
1004,"2023-01-27 06:37:32.121924",a016250,7000001,22
1005,"2023-01-27 06:37:49.083583",a010389,7000001,22
1006,"2023-01-27 06:37:52.430016",a016250,7000001,22
1007,"2023-01-27 06:38:03.444723",a000347,7000001,22
1008,"2023-01-27 06:41:30.466917",a004462,7000003,67
1009,"2023-01-27 06:41:41.585568",a000229,7000001,22
1010,"2023-01-27 06:45:13.395155",a005629,7000001,22
1011,"2023-01-27 07:00:03.777756",a012512,7000002,22
1012,"2023-01-27 07:03:59.938072",a004368,7000003,68
1013,"2023-01-27 07:04:37.097137",a009366,7000001,68
1014,"2023-01-27 07:11:28.448956",a002270,7000001,70
1015,"2023-01-27 07:11:30.591995",a012817,7000001,70
1016,"2023-01-27 07:11:32.479333",a014419,7000001,70
1017,"2023-01-27 07:11:57.029404",a016187,7000001,69
1018,"2023-01-27 07:12:30.490191",a006246,7000002,69
1019,"2023-01-27 07:12:35.174914",a007795,7000004,69
1020,"2023-01-27 07:13:03.934644",a001617,7000001,69
1021,"2023-01-27 07:14:33.606643",a012598,7000002,71
1022,"2023-01-27 07:14:51.306128",a015325,7000006,71
1023,"2023-01-27 07:15:02.443014",a004462,7000003,71
1024,"2023-01-27 07:15:12.866011",a009345,7000004,71
1025,"2023-01-27 07:15:20.666561",a006379,7000001,71
1026,"2023-01-27 07:15:28.024089",a012598,7000002,71
1027,"2023-01-27 07:16:19.798306",a007534,7000004,71
1028,"2023-01-27 07:16:26.734269",a003509,7000006,71
1029,"2023-01-27 07:17:05.934379",a006684,7000001,69
1030,"2023-01-27 07:19:35.828446",a005254,7000001,71
1031,"2023-01-27 07:19:40.598534",a001369,7000004,71
1032,"2023-01-27 07:56:08.660656",a009014,7000001,73
1033,"2023-01-27 07:56:22.218119",a003403,7000001,74
1034,"2023-01-27 07:56:23.671006",a013858,7000001,74
1035,"2023-01-27 07:56:28.359192",a008188,7000001,74
1036,"2023-01-27 07:57:24.014286",a001172,7000002,74
